ลำดับ (Item No.),รายละเอียดเครื่องมือ (Description),ช่วงการวัด (Range),ความสามารถการวัด (CMC / Uncertainty),ราคาค่าบริการ (Price),หมายเหตุ (Remark),รหัสบริการ (Code),ฝ่ายงานจริง (Actual Department),ราคาตัวเลข (Price Numeric),ฝ่ายงานที่ทำนาย (Predicted Department),รหัสกลุ่มคลัสเตอร์ (Cluster ID),คำสำคัญของกลุ่มคลัสเตอร์ (Cluster Keywords)
45.0,Low Resistance Meter,Range 1 m? to 10 M?,As Specification,"2,250 / point",,09030-10226,Electrical  Metrology Department,2250.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
46.0,High Resistance meter,"Range 10 M? to 10 T?
Maximum test Voltage: 5 kV",As Specification,"2,250 / point",,09030-10227,Electrical  Metrology Department,2250.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
47.0,Decade Resistance 0.001 W to <1 W,0.001 W to <1 W,As Specification,"7,000/knob",Direct measurement ,09030-10228,Electrical  Metrology Department,7000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
48.0,Decade Resistance 1 W to <1 MW,1 W to <1 MW,As Specification,"10,000/knob",Direct measurement ,09030-10229,Electrical  Metrology Department,10000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
49.0,Decade Resistance 1 MW to <10 TW,1 MW to <10 TW,As Specification,"10,000/knob",Direct measurement ,09030-10230,Electrical  Metrology Department,10000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
31.0,"Standard Resistor 
(Calibrate in oil or in air)",0.1 mW to  100 mW,As Specification,"7,880/item",Voltage-Ratio Method,09030-10231,Electrical  Metrology Department,7880.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
37.0,Resistance Calibrator,0 W to 100 MW,As specification,"20,000/piece",,09031-10210,Electrical  Metrology Department,20000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
38.0,Standard Resistor,Test Voltage: maximum 2500 V / Range 100 MW to 1 TW,As Specification,"2,250 / point",Used Volt Amp Method,09031-10211,Electrical  Metrology Department,2250.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
163.0,AC Resistance,"1 W, 25 W, 100 W, 400 W at 60 Hz or 75 Hz 1 kW, 10 kW, 12.9 kW 
(100 Hz to 10 kHz)",As Specification 2 mW/W - 60 mW/W,"9,000/price/frequecy + 1,250 next frequecy",Direct substitution measurement,09040-10410,Electrical  Metrology Department,9000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
164.0,AC Resistor,1 W to 100 kW @ 1000 Hz,> 0.20 mW/W,"5,000/piece","Measured by RLC digibridge and/or precision LCR meter, direct measurment, at desired frequencies.",09040-10411,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
165.0,Additional Measurement at another Frequency,1 W to 100 kW @ 100 Hz to 100 kHz,> 0.20 mW/W,"1,250 per frequency",,09040-10412,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
166.0,Decade AC Resistor Additional Measurement at another Frequency,1 W to 100 kW @ 1000 Hz,> 0.20 mW/W,"5,000 first decade + 1,250 next step","Measured by RLC digibridge and/or precision LCR meter, direct measurment, at desired frequencies.",09040-10413,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
167.0,Decade AC Resistor Additional Measurement at another Frequency,1 W to 100 kW @ 100 Hz to 100 kHz,> 0.20 mW/W,"(4,500 first decade + 1,250 next step) per one frequency",,09040-10414,Electrical  Metrology Department,4500.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
168.0,"Fixed, Fused Silica Dielectric Standard Capacitors",10 pF @ 1000 Hz,0.087 mF/F,"20,000/piece/frequency",Comparing with a group of 10 pF standards,09040-10420,Electrical  Metrology Department,20000.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
169.0,"Fixed, Fused Silica Dielectric Standard Capacitors",1 pF @ 1000 Hz,0.71 mF/F,"17,500/piece/
frequency",Applied direct substitution method with the reference standard capacitors.,09040-10421,Electrical  Metrology Department,17500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
170.0,"Fixed, Fused Silica Dielectric Standard Capacitors",10 pF @ 1000 Hz,0.70 mF/F,"17,500/piece/
frequency",Applied direct substitution method with the reference standard capacitors.,09040-10421,Electrical  Metrology Department,17500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
171.0,"Fixed, Fused Silica Dielectric Standard Capacitors",100 pF@ 1000 Hz,0.70 mF/F,"17,500/piece/
frequency",Applied direct substitution method with the reference standard capacitors.,09040-10421,Electrical  Metrology Department,17500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
175.0,"Fixed Three Terminal, Nitrogen Dielectric Standard Capacitors","10000 pF 
@ 1000 Hz
",5.3 mF/F,"20,000/piece/frequency",Comparing with a group of 10 nF standards,09040-10422,Electrical  Metrology Department,20000.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
174.0,"Fixed Three Terminal, Nitrogen Dielectric Standard Capacitors","10000 pF 
@ 1000 Hz and 1592 Hz
",7.0 mF/F,"12,500/piece/
frequency",,09040-10422,Electrical  Metrology Department,12500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
173.0,"Fixed Three Terminal, Nitrogen Dielectric Standard Capacitors","1000 pF 
@ 1000 Hz and 1592 Hz
",3.5 mF/F,"12,500/piece/
frequency",,09040-10422,Electrical  Metrology Department,12500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
172.0,"Fixed Three Terminal, Nitrogen Dielectric Standard Capacitors","10 pF 100 pF 
@ 1000 Hz and 1592 Hz
                             ",1.2 mF/F,"12,500/piece/
frequency",Applied a null method using the basic ratio bridge.,09040-10422,Electrical  Metrology Department,12500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
176.0,Two or Three Terminal Mica Dielectric Standard Capacitors,"0.001 mF, 0.01 mF, 0.1 mF and 1 mF 
@ 1000 Hz",> 0.12 mF/F,"5,630/piece",Applied a null method using the basic ratio bridge.,09040-10423,Electrical  Metrology Department,5630.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
177.0,Additional Measurement at another Frequency,"0.001 mF, 0.01 mF, 0.1 mF and 1 mF 
@ 100, 120, 200, 400, 500 Hz, 2 kHz, 
5 kHz, 10 kHz",> 0.12 mF/F,"1,250/frequency",Applied a null method using the basic ratio bridge.,09040-10424,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
180.0,Four-Terminal Pair Capacitance Standard,"1 pF, 10 pF, 100 pF, 1000 pF, 0.01 mF,        
 0.1 mF and 1 mF @ 1000 Hz",> 0.12 mF/F,"5,630/piece","Measured by precision capacitance bridge, direct measurement, at desired frequency.",09040-10425,Electrical  Metrology Department,5630.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
181.0,Additional Measurement at another Frequency,"1 pF, 10 pF, 100 pF, 1000 pF, 0.01 mF,      
0.1 mF and 1 mF @ 100 Hz to 100 kHz",> 0.20 mF/F,"1,250/frequency","Measured by RLC Digibridge and/or Precision LCR Meter, direct measurement, at desired frequency.",09040-10426,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
182.0,Fixed Standard Capacitors,1 pF to 1 F @ 1000 Hz,> 0.20 mF/F,"4,500/piece","Measured by RLC Digibridge and/or Precision LCR Meter, direct measurement, at desired frequency.",09040-10427,Electrical  Metrology Department,4500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
183.0,Additional Measurement at another Frequency,1 pF to 1 F @ 12 Hz to 1 MHz,> 0.20 mF/F,"1,250/frequency",,09040-10428,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
184.0,Decade capacitor,1 pF to 10 mF @ 1000 Hz,> 0.12 mF/F,"5,000 first decade + 1,250 next step",Applied a null method using the basic ratio bridge.,09040-10429,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
189.0,Fixed Standard Inductors,"100 mH, 1 mH, 10 mH, 100 mH, 1 H and 10 H @ 100 Hz",> 0.16 mH/H,"12,500/piece",Measured by the direct substitution method with the reference standard inductors.,09040-10430,Electrical  Metrology Department,12500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
190.0,Additional Measurement at another Frequency,"100 mH, 1 mH, 10 mH, 100 mH, 1 H and 10 H @ 12 Hz to 1 MHz",> 0.20 mH/H,"1,250/frequency","Measured by RLC digibridge and/or precision LCR meter, direct measurement, at desired frequencies.",09040-10431,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
191.0,Fixed standard Inductor,1 mH to 10 H @ 1 kHz,> 0.20 mH/H,"5,630/piece","Measured by RLC digibridge and/or precision LCR meter, direct measurment, at desired frequencies.",09040-10432,Electrical  Metrology Department,5630.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
192.0,Additional Measurement at another Frequency,1 mH to 10 H @ 12 Hz to 1 MHz,> 0.20 mH/H,"1,250/frequency",,09040-10433,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
193.0,Decade Inductors,1 mH to 10 H @ 1000 Hz,> 0.20 mH/H,"4,500 first decade + 1,250 next step","Measured by RLC digibridge and/or precision LCR meter, direct measurement, at desired frequencies.",09040-10434,Electrical  Metrology Department,4500.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
194.0,Additional Measurement at another Frequency,1 mH to 10 H @ 12Hz to 1 MHz,> 0.20 mH/H,"(4,500 first decade  + 1,250 next step) per one frequency",,09040-10435,Electrical  Metrology Department,4500.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
195.0,LCR Meter with 4 terminal pair configuration/without 4 terminal pair configuration,"0.001 mF, 0.01 mF, 0.1 mF and 1 mF @ 100, 120, 200, 400, 500 Hz, 1 kHz, 2 kHz,  
5 kHz, 10 kHz 1 pF, 10 pF, 100 pF, 1000 pF @ 1000 Hz* 100 mH, 1 mH, 10 mH, 100 mH, 1 H and
10 H @ 100 Hz and 1000 Hz 1 W, 10 W, 100 W, 1000 W @ 1 kHz 1 kW, 10 kW, 12.9 kW 
(100 Hz to 10 kHz)","> 0.12 mF/F
> 0.12 mF/F
> 0.16 mH/H
> 0.20 mW/W
0.14 mW/W",To be determined,"Calibrated by comparing its reading
against the standard capacitors, standard inductors and 4TP standard resistors. 
The correction functions are
used to correct additional error due to
the test fixture and test leads before
measurement.* For 4 terminal pair configuration",09040-10436,Electrical  Metrology Department,7880.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
178.0,2 Terminal Pair Capacitance Standard,"1 pF, 10 pF, 100 pF, 1000 pF at 1000 Hz to 10 MHz",> 100 µF/F,"10,000/Item",S-parameter with resonance frequency,09040-10437,Electrical  Metrology Department,10000.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
179.0,4 Terminal Pair Capacitance Standard,"1 pF, 10 pF, 100 pF, 1000 pF at 1000 Hz to 30 MHz",> 63 µF/F,"12,500/Item",S-parameter with resonance frequency,09040-10438,Electrical  Metrology Department,12500.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
196.0,Fixed Standard Inductors,10 mH @ 1 kHz,> 75 mH/H,"20,000/piece",Comparison with a group of inductance standards using a LCR meter,09040-10439,Electrical  Metrology Department,20000.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
185.0,Decade capacitor,1 pF to 1 F @ 1000 Hz,> 0.20 mF/F,"4,500 first decade ","Measured by RLC digibridge and/or precision LCR meter, direct measurment, at desired frequencies.",09041-10420,Electrical  Metrology Department,4500.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
186.0,Additional Measurement at another,1 pF to 1 F @ 12 Hz to 1 MHz,> 0.20 mF/F,"(4,500 first decade",,09041-10421,Electrical  Metrology Department,4500.0,Electrical  Metrology Department,6,"measurement, detector, additional, frequency, irradance"
187.0,Frequency,,,"+ 1,250 next step)
per one frequency",,09041-10422,Electrical  Metrology Department,1250.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
188.0,Precision Capacitance Bridge,"1 pF, 10 pF, 100 pF 
@ 1000 Hz or 1592 Hz",³ 0.40 mF/F,"27,500/item","Calibrated by comparing its reading
against the reference standard capacitors.
The correction functions are used to correct additional error due to the test fixture and test leads before measurement.",09041-10423,Electrical  Metrology Department,27500.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
50.0,Standard Watt Converter,"Volt : 600 V
Current : 100 A
AC Power : 60 kW
Frequency : 50 Hz, 60 Hz
Power Factor : + 0 to 1",> 60 mW/VA,"18,000 to 39,500/item",,09050-10710,Electrical  Metrology Department,18000.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
51.0,"AC Wattmeter, Digital Power Meter","Volt : 1000 V
Current : 80 A
AC Power : 80 kW
Frequency : 15 Hz to 450 Hz
Power Factor : + 0 to 1",> 100 mW/VA,"6,750 to 13,500/Channel",,09050-10711,Electrical  Metrology Department,6750.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
52.0,Energy Meter single phase/ three phase with pulse,"Active eneregy per phase  0.06525 Ws to 4,800,000 Ws
Voltage 15 V to 1000 V
Current 0.01 A to 80 A
Power Factor 1 to 0.087
(Inductive or Capacitive)
Frequency 45 Hz to 65 Hz
Measurement time 5s to 60 s  
",³ 60 mWs/ Vas to   ³ 665 mWs/ Vas,"single phase  5,000 to 35,000 / channel three phase  6,250 THB to 51,250 THB ",,09050-10712,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
53.0,Electrical Power Source,"Power 1.5 W to 60 kW 
Frequency 50 Hz to 60 Hz
Power Factor 1 to 0
(Inductive or Capacitive)
Voltage 3 V to 1000 V
Current 0.05 A to 100 A
Frequency 15 Hz to 6 kHz","Power ³ 70 mW/VA
Voltage ³ 30 mV/V
Current ³ 30 mA/A
Phase ³ 0.005o","9,000 to 45,000/item",,09050-10713,Electrical  Metrology Department,9000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
54.0,DC Power Meter,"Power: 1mW to 20 kW
Voltage : 100 mV to 1000 V
Current : 10 mA to 20 A",³ 40 mW/ W,"6,750 to 13,500/Channel",,09050-10714,Electrical  Metrology Department,6750.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
55.0,Energy Source,"Eneregy 41.67 mWh  to 3.333 kWh
Power: 0.5 W to 20 kW
Voltage: 10 V to 1000 V
Current: 0.05 A to 20 A
Power Factor: 1
Frequency: 50 Hz to 60 Hz
Time : 5 minute to 10 minute",> 0.12 %,"5,000 to 15,000 / item",,09050-10715,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
56.0,"Three Phase Watt Meter,
Three Phase AC Power Meter,
Three Phase Comparator","Power : 4.5 W to 240 kW
Voltage : 15 V to 1000 V
Current : 0.1 A to 80 A
Power Factor : 1 to 0 (Inductive, Capacitive)
Frequency : 50 Hz to 60 Hz","100 µW/VA to 370 µW/VA

","5,000 to 55,500 /Channel",,09050-10716,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
57.0,Single phase / Three phase energy meter,"Energy : (0.0625 Wh to 5000 kWh) / phase
Power : (0.75 W to 50 kW) / phase
Voltage : 15 V to 1000 V
Current : 0.1 A to 50 A
Power Factor : 1 to 0.5 (Inductive ,Capacitive)
Frequency : 50 Hz to 60 Hz
Time : 300 sec to 100 hours","Single phase @ 300 s
515 µWh/Wh 
to 565 µWh/Wh
Three phase @ 300 s
570 µWh/Wh 
to 665 µWh/Wh","5,000 to 30,000 /Channel",,09050-10717,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
58.0,Single Phase / Three Phase Watt Meter,AC Power : 0 W to 172.8 kW (three phase),"0.12 % for single phase
0.20 % for three phase","5,000 to 25,000 / channel","High burden  
Direct measurement",09050-10718,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
68.0,DC Power Meter (20 A to 200 A),Power: 200 W to 200 kW Voltage : 10 V to 1000 V Current : 20 A to 200 A,160 µW/W to 325 µW/W,"7,500 THB (2 points) / channel","7,500 THB for 2 points
2,500 THB/point for additional point",09050-10719,Electrical  Metrology Department,7500.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
69.0,Wattmeter,Power : 0 W to 12 kW,"50 µW/VA to 65 µW/VA
","5,000 THB to 25,000 THB / channel",Comparison measurement,09050-10720,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
70.0,"Energy Meter with Pulse 
(Single phase or Three phase)",Energy: 1.05 mWh to 833.3 Wh per phase,"90 µWh/Wh  
to 160 µWh/Wh","5,000 THB to 30,000 THB/ channel",Pulse comparison,09050-10721,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
71.0,"Wattmeter AC Power Meter
Wattmeter with AC Curent Clamp
AC Power Meter with AC Current Clamp
(80 A to 120 A)(1 phase or 3 phase)",Power : 0 W to 120 kW per phase Voltage: 15 V to 1000 V Current : 80 A to 120 A PF: 1 to 0 (inductive or Capacitive) Frequency : 50 Hz to 60 Hz,"135 µW/VA  
to 205 µW/VA
5.6 mW/W
to 6.8 mW/W  
","5,000 THB to 25,000 THB/ channel",,09050-10722,Electrical  Metrology Department,5000.0,Electrical  Metrology Department,7,"meter, power, phase, ac, wattmeter"
